file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mary-06-affricates,0.0,1.84,mary-06-affricates,-52.78639818274456,-62.830601374308266,1.1547005383790108,8.31332350797965
