file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ours-07-stress,0.0,2.7549886621315194,ours-07-stress,-56.30056541553442,-59.70539903640747,1.1529024051929553,10.685647770793647
