file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mary-04-dentals,0.0,1.535,mary-04-dentals,-56.644366375811686,-58.46105139596121,1.1547005383754048,19.413815953590195
