file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ours-01-demo,0.0,4.32,ours-01-demo,-55.822586624710645,-59.17615365982056,1.6744210952040148,7.324078275804068
