file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mary-05-voiced-dentals,0.0,1.545,mary-05-voiced-dentals,-51.37047631048387,-55.80632612440321,1.2247493198593329,19.19102221780313
