file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mary-03-sibilants,0.0,2.21,mary-03-sibilants,-49.89663019654977,-51.54425157819475,1.1547005383792524,16.44308152939349
