file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mary-07-stress,0.0,2.09,mary-07-stress,-51.79418361244019,-52.16408675057547,1.7660305945456727,18.944300034341666
