file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ours-02-hamlet,0.0,2.914988662131519,ours-02-hamlet,-58.5490154109589,-66.51310272216797,0.7071067811865476,7.334688090225217
