file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ours-05-voiced-dentals,0.0,2.06,ours-05-voiced-dentals,-53.610052905036405,-60.613855838775635,1.299999097981373,2.432829907311744
