file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mary-01-demo,0.0,3.325,mary-01-demo,-53.1798048048048,-52.749058433201,1.18817653082744,18.75807798879572
