file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mary-08-finals,0.0,1.665,mary-08-finals,-52.65338463697605,-58.85521774291992,1.1475579582738538,6.192071114174233
