file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ours-08-finals,0.0,2.27,ours-08-finals,-52.16717717511013,-52.230261993408206,1.1547005383792515,9.8035316343402
