file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ours-06-affricates,0.0,2.59,ours-06-affricates,-60.245045547779924,-65.74537086486816,1.1547005383770883,4.301895410721453
